,recommender_model,unique_name,hits,out of,data_context,accuracy,precision,recall,failures,users on test,users on train,unique_product_count,duration,f1,mae,mse,r2
17,KNN With Means,_books_v3_t45_p90,15,62,books,0.24193548387096775,1.0,0.24193548387096775,42,104,414,855,113.1437520980835,0.38961038961038963,0.7580645161290323,0.7580645161290323,0.0
18,Matrix Basic,_books_v3_t45_p90,2,13,books,0.15384615384615385,1.0,0.15384615384615385,91,104,414,855,51.85018563270569,0.26666666666666666,0.8461538461538461,0.8461538461538461,0.0
19,SVD Factorization,_books_v3_t45_p90,1,13,books,0.07692307692307693,1.0,0.07692307692307693,91,104,414,855,51.761847257614136,0.14285714285714285,0.9230769230769231,0.9230769230769231,0.0
20,SVD PP Matrix Factorization,_books_v3_t45_p90,2,13,books,0.15384615384615385,1.0,0.15384615384615385,91,104,414,855,61.137112855911255,0.26666666666666666,0.8461538461538461,0.8461538461538461,0.0
21,NMF Matrix Factorization,_books_v3_t45_p90,0,13,books,0.0,0.0,0.0,91,104,414,855,52.08534359931946,0.0,1.0,1.0,0.0
22,Slope One Recommender,_books_v3_t45_p90,2,13,books,0.15384615384615385,1.0,0.15384615384615385,91,104,414,855,53.43944191932678,0.26666666666666666,0.8461538461538461,0.8461538461538461,0.0
23,Co Clustering Recommender,_books_v3_t45_p90,2,13,books,0.15384615384615385,1.0,0.15384615384615385,91,104,414,855,51.52140426635742,0.26666666666666666,0.8461538461538461,0.8461538461538461,0.0
24,WordVec,_movies_v3_t25_p50,47,120,movies,0.39166666666666666,1.0,0.39166666666666666,0,120,478,2563,3.8124282360076904,0.562874251497006,0.6083333333333333,0.6083333333333333,0.0
25,TitleWordVec,_movies_v3_t25_p50,33,59,movies,0.559322033898305,1.0,0.559322033898305,61,120,478,2563,0.6967089176177979,0.717391304347826,0.4406779661016949,0.4406779661016949,0.0
26,KNN Basic,_movies_v3_t25_p50,2,4,movies,0.5,1.0,0.5,116,120,478,2563,12.910784006118774,0.6666666666666666,0.5,0.5,0.0
27,KNN With Means,_movies_v3_t25_p50,2,4,movies,0.5,1.0,0.5,116,120,478,2563,13.409832000732422,0.6666666666666666,0.5,0.5,0.0
28,KNN With ZScore,_movies_v3_t25_p50,1,4,movies,0.25,1.0,0.25,116,120,478,2563,13.764885187149048,0.4,0.75,0.75,0.0
29,KNN With Means,_movies_v3_t25_p50,2,4,movies,0.5,1.0,0.5,116,120,478,2563,13.472549676895142,0.6666666666666666,0.5,0.5,0.0
30,Matrix Basic,_movies_v3_t25_p50,15,66,movies,0.22727272727272727,1.0,0.22727272727272727,54,120,478,2563,39.06820797920227,0.37037037037037035,0.7727272727272727,0.7727272727272727,0.0
31,SVD Factorization,_movies_v3_t25_p50,12,66,movies,0.18181818181818182,1.0,0.18181818181818182,54,120,478,2563,39.32011127471924,0.3076923076923077,0.8181818181818182,0.8181818181818182,0.0
32,SVD PP Matrix Factorization,_movies_v3_t25_p50,13,66,movies,0.19696969696969696,1.0,0.19696969696969696,54,120,478,2563,88.10839676856995,0.3291139240506329,0.803030303030303,0.803030303030303,0.0
33,NMF Matrix Factorization,_movies_v3_t25_p50,13,66,movies,0.19696969696969696,1.0,0.19696969696969696,54,120,478,2563,41.92075037956238,0.3291139240506329,0.803030303030303,0.803030303030303,0.0
34,Slope One Recommender,_movies_v3_t25_p50,15,66,movies,0.22727272727272727,1.0,0.22727272727272727,54,120,478,2563,47.403220415115356,0.37037037037037035,0.7727272727272727,0.7727272727272727,0.0
35,Co Clustering Recommender,_movies_v3_t25_p50,10,66,movies,0.15151515151515152,1.0,0.15151515151515152,54,120,478,2563,40.5380744934082,0.2631578947368421,0.8484848484848485,0.8484848484848485,0.0
